t,x
0.149250,-0.793844
0.149375,-0.249808
0.149500,-0.404508
0.149625,-0.536856
0.149750,0.073005
0.149875,-0.328855
0.150000,-0.000000
0.150125,0.328855
0.150250,-0.073005
0.150375,0.536856
0.150500,0.404508
0.150625,0.249808
0.150750,0.793844
0.150875,0.286327
0.151000,0.475528
0.151125,0.638452
0.151250,0.053553
0.151375,0.473381
0.151500,0.154508
0.151625,-0.172902
0.151750,0.221783
0.151875,-0.403474
0.152000,-0.293893
0.152125,-0.168071
0.152250,-0.745503
0.152375,-0.274053
0.152500,-0.500000
0.152625,-0.698317
0.152750,-0.145503
0.152875,-0.592335
0.153000,-0.293893
0.153125,0.020790
0.153250,-0.378217
0.153375,0.251362
0.153500,0.154508
0.153625,0.049117
0.153750,0.653553
0.153875,0.214188
0.154000,0.475528
0.154125,0.710591
0.154250,0.193844
0.154375,0.674072
0.154500,0.404508
0.154625,0.112592
0.154750,0.526995
0.154875,-0.095409
0.155000,-0.000000
0.155125,0.095409
0.155250,-0.526995
0.155375,-0.112592
0.155500,-0.404508
0.155625,-0.674072
0.155750,-0.193844
0.155875,-0.710591
0.156000,-0.475528
0.156125,-0.214188
0.156250,-0.653553
0.156375,-0.049117
0.156500,-0.154508
0.156625,-0.251362
0.156750,0.378217
0.156875,-0.020790
0.157000,0.293893
0.157125,0.592335
0.157250,0.145503
0.157375,0.698317
0.157500,0.500000
0.157625,0.274053
0.157750,0.745503
0.157875,0.168071
0.158000,0.293893
0.158125,0.403474
0.158250,-0.221783
0.158375,0.172902
0.158500,-0.154508
0.158625,-0.473381
0.158750,-0.053553
0.158875,-0.638452
0.159000,-0.475528
0.159125,-0.286327
0.159250,-0.793844
0.159375,-0.249808
0.159500,-0.404508
0.159625,-0.536856
0.159750,0.073005
0.159875,-0.328855
0.160000,0.000000
0.160125,0.328855
0.160250,-0.073005
0.160375,0.536856
0.160500,0.404508
0.160625,0.249808
0.160750,0.793844
0.160875,0.286327
0.161000,0.475528
0.161125,0.638452
0.161250,0.053553
0.161375,0.473381
0.161500,0.154508
0.161625,-0.172902
0.161750,0.221783
0.161875,-0.403474
0.162000,-0.293893
0.162125,-0.168071
0.162250,-0.745503
0.162375,-0.274053
0.162500,-0.500000
0.162625,-0.698317
0.162750,-0.145503
0.162875,-0.592335
0.163000,-0.293893
0.163125,0.020790
0.163250,-0.378217
0.163375,0.251362
0.163500,0.154508
0.163625,0.049117
0.163750,0.653553
0.163875,0.214188
0.164000,0.475528
0.164125,0.710591
0.164250,0.193844
0.164375,0.674072
0.164500,0.404508
0.164625,0.112592
0.164750,0.526995
0.164875,-0.095409
0.165000,-0.000000
0.165125,0.095409
0.165250,-0.526995
0.165375,-0.112592
0.165500,-0.404508
0.165625,-0.674072
0.165750,-0.193844
0.165875,-0.710591
0.166000,-0.475528
0.166125,-0.214188
0.166250,-0.653553
0.166375,-0.049117
